"","county","county_code","year_code","month_code","preterm","non_preterm"
"933","Kings County, NY","36047",2007,9,540,2925
"934","Kings County, NY","36047",2007,10,575,3041
"935","Kings County, NY","36047",2007,11,537,2969
"936","Kings County, NY","36047",2007,12,584,2980
"937","Kings County, NY","36047",2008,1,611,2978
"938","Kings County, NY","36047",2008,2,527,2645
"939","Kings County, NY","36047",2008,3,582,2792
"940","Kings County, NY","36047",2008,4,564,2603
"941","Kings County, NY","36047",2008,5,543,2840
"942","Kings County, NY","36047",2008,6,628,2854
"943","Kings County, NY","36047",2008,7,629,2830
"944","Kings County, NY","36047",2008,8,582,3019
"945","Kings County, NY","36047",2008,9,618,3009
"946","Kings County, NY","36047",2008,10,549,2999
"947","Kings County, NY","36047",2008,11,522,2740
"948","Kings County, NY","36047",2008,12,608,2945
"949","Kings County, NY","36047",2009,1,582,2998
"950","Kings County, NY","36047",2009,2,542,2667
"951","Kings County, NY","36047",2009,3,544,2891
"952","Kings County, NY","36047",2009,4,539,2820
"953","Kings County, NY","36047",2009,5,641,2794
"954","Kings County, NY","36047",2009,6,625,2896
"955","Kings County, NY","36047",2009,7,642,3044
"956","Kings County, NY","36047",2009,8,592,2888
"957","Kings County, NY","36047",2009,9,578,2996
"958","Kings County, NY","36047",2009,10,623,2978
"959","Kings County, NY","36047",2009,11,566,2742
"960","Kings County, NY","36047",2009,12,658,2920
"961","Kings County, NY","36047",2010,1,536,2834
"962","Kings County, NY","36047",2010,2,509,2586
"963","Kings County, NY","36047",2010,3,559,2860
"964","Kings County, NY","36047",2010,4,595,2776
"965","Kings County, NY","36047",2010,5,513,2882
"966","Kings County, NY","36047",2010,6,579,2862
"967","Kings County, NY","36047",2010,7,558,3055
"968","Kings County, NY","36047",2010,8,594,2891
"969","Kings County, NY","36047",2010,9,568,2962
"970","Kings County, NY","36047",2010,10,586,3041
"971","Kings County, NY","36047",2010,11,574,2934
"972","Kings County, NY","36047",2010,12,590,3044
"973","Kings County, NY","36047",2011,1,597,2877
"974","Kings County, NY","36047",2011,2,479,2724
"975","Kings County, NY","36047",2011,3,591,2839
"976","Kings County, NY","36047",2011,4,470,2665
"977","Kings County, NY","36047",2011,5,556,2931
"978","Kings County, NY","36047",2011,6,543,2919
"979","Kings County, NY","36047",2011,7,613,2951
"980","Kings County, NY","36047",2011,8,529,3054
"981","Kings County, NY","36047",2011,9,589,2991
"982","Kings County, NY","36047",2011,10,515,2909
"983","Kings County, NY","36047",2011,11,551,2895
"984","Kings County, NY","36047",2011,12,608,2949
"985","Kings County, NY","36047",2012,1,552,2937
"986","Kings County, NY","36047",2012,2,514,2586
"987","Kings County, NY","36047",2012,3,531,2853
"988","Kings County, NY","36047",2012,4,477,2688
"989","Kings County, NY","36047",2012,5,547,2893
"990","Kings County, NY","36047",2012,6,592,2873
"991","Kings County, NY","36047",2012,7,598,3063
"992","Kings County, NY","36047",2012,8,568,3185
"993","Kings County, NY","36047",2012,9,559,3039
"994","Kings County, NY","36047",2012,10,663,3142
"995","Kings County, NY","36047",2012,11,543,3132
"996","Kings County, NY","36047",2012,12,539,3092
"997","Kings County, NY","36047",2013,1,588,2837
"998","Kings County, NY","36047",2013,2,471,2549
"999","Kings County, NY","36047",2013,3,532,2804
"1000","Kings County, NY","36047",2013,4,496,2675
"1001","Kings County, NY","36047",2013,5,501,2957
"1002","Kings County, NY","36047",2013,6,545,2792
"1003","Kings County, NY","36047",2013,7,564,2953
"1004","Kings County, NY","36047",2013,8,542,3068
"1005","Kings County, NY","36047",2013,9,517,2930
"1006","Kings County, NY","36047",2013,10,575,3017
"1007","Kings County, NY","36047",2013,11,481,2882
"1008","Kings County, NY","36047",2013,12,553,2991
"1009","Kings County, NY","36047",2014,1,496,2935
"1010","Kings County, NY","36047",2014,2,485,2645
"1011","Kings County, NY","36047",2014,3,507,2871
"1012","Kings County, NY","36047",2014,4,570,2648
"1013","Kings County, NY","36047",2014,5,527,2966
"1014","Kings County, NY","36047",2014,6,497,2867
"1015","Kings County, NY","36047",2014,7,543,3105
"1016","Kings County, NY","36047",2014,8,580,3150
"1017","Kings County, NY","36047",2014,9,502,3108
"1018","Kings County, NY","36047",2014,10,525,3010
"1019","Kings County, NY","36047",2014,11,519,2776
"1020","Kings County, NY","36047",2014,12,577,2919
"1021","Kings County, NY","36047",2015,1,505,2833
"1022","Kings County, NY","36047",2015,2,472,2705
"1023","Kings County, NY","36047",2015,3,510,2930
"1024","Kings County, NY","36047",2015,4,482,2815
"1025","Kings County, NY","36047",2015,5,533,2953
"1026","Kings County, NY","36047",2015,6,507,2837
"1027","Kings County, NY","36047",2015,7,522,3018
"1028","Kings County, NY","36047",2015,8,521,2965
"1029","Kings County, NY","36047",2015,9,535,2971
"1030","Kings County, NY","36047",2015,10,531,2964
"1031","Kings County, NY","36047",2015,11,518,2903
"1032","Kings County, NY","36047",2015,12,554,3030
"1033","Kings County, NY","36047",2016,1,511,2778
"1034","Kings County, NY","36047",2016,2,455,2722
"1035","Kings County, NY","36047",2016,3,553,2736
"1036","Kings County, NY","36047",2016,4,495,2780
"1037","Kings County, NY","36047",2016,5,538,2865
"1038","Kings County, NY","36047",2016,6,516,2736
"1039","Kings County, NY","36047",2016,7,490,2864
"1040","Kings County, NY","36047",2016,8,596,3066
"1041","Kings County, NY","36047",2016,9,518,2897
"1042","Kings County, NY","36047",2016,10,503,2979
"1043","Kings County, NY","36047",2016,11,520,2755
"1044","Kings County, NY","36047",2016,12,570,2884
"1045","Kings County, NY","36047",2017,1,491,2766
"1046","Kings County, NY","36047",2017,2,452,2435
"1047","Kings County, NY","36047",2017,3,504,2780
"1048","Kings County, NY","36047",2017,4,490,2621
"1049","Kings County, NY","36047",2017,5,511,2663
"1050","Kings County, NY","36047",2017,6,523,2650
"1051","Kings County, NY","36047",2017,7,588,2836
"1052","Kings County, NY","36047",2017,8,493,2757
"1053","Kings County, NY","36047",2017,9,558,2666
"1054","Kings County, NY","36047",2017,10,484,2917
"1055","Kings County, NY","36047",2017,11,503,2800
"1056","Kings County, NY","36047",2017,12,475,2776
"1057","Monroe County, NY","36055",2007,1,85,591
"1058","Monroe County, NY","36055",2007,2,105,543
"1059","Monroe County, NY","36055",2007,3,84,622
"1060","Monroe County, NY","36055",2007,4,86,547
"1061","Monroe County, NY","36055",2007,5,101,635
"1062","Monroe County, NY","36055",2007,6,113,636
"1063","Monroe County, NY","36055",2007,7,84,597
"1064","Monroe County, NY","36055",2007,8,93,641
"1065","Monroe County, NY","36055",2007,9,77,595
"1066","Monroe County, NY","36055",2007,10,87,591
"1067","Monroe County, NY","36055",2007,11,107,617
"1068","Monroe County, NY","36055",2007,12,107,580
"1069","Monroe County, NY","36055",2008,1,106,556
"1070","Monroe County, NY","36055",2008,2,115,544
"1071","Monroe County, NY","36055",2008,3,127,605
"1072","Monroe County, NY","36055",2008,4,78,615
"1073","Monroe County, NY","36055",2008,5,76,652
"1074","Monroe County, NY","36055",2008,6,87,668
"1075","Monroe County, NY","36055",2008,7,67,607
"1076","Monroe County, NY","36055",2008,8,96,645
"1077","Monroe County, NY","36055",2008,9,100,620
"1078","Monroe County, NY","36055",2008,10,73,598
"1079","Monroe County, NY","36055",2008,11,93,547
"1080","Monroe County, NY","36055",2008,12,104,584
"1081","Monroe County, NY","36055",2009,1,100,553
"1082","Monroe County, NY","36055",2009,2,85,535
"1083","Monroe County, NY","36055",2009,3,99,608
"1084","Monroe County, NY","36055",2009,4,107,639
"1085","Monroe County, NY","36055",2009,5,94,674
"1086","Monroe County, NY","36055",2009,6,122,599
"1087","Monroe County, NY","36055",2009,7,104,668
"1088","Monroe County, NY","36055",2009,8,94,608
"1089","Monroe County, NY","36055",2009,9,102,628
"1090","Monroe County, NY","36055",2009,10,58,528
"1091","Monroe County, NY","36055",2009,11,77,515
"1092","Monroe County, NY","36055",2009,12,100,543
"1093","Monroe County, NY","36055",2010,1,110,502
"1094","Monroe County, NY","36055",2010,2,73,534
"1095","Monroe County, NY","36055",2010,3,78,620
"1096","Monroe County, NY","36055",2010,4,96,569
"1097","Monroe County, NY","36055",2010,5,57,635
"1098","Monroe County, NY","36055",2010,6,103,634
"1099","Monroe County, NY","36055",2010,7,100,653
"1100","Monroe County, NY","36055",2010,8,89,650
"1101","Monroe County, NY","36055",2010,9,69,606
"1102","Monroe County, NY","36055",2010,10,92,572
"1103","Monroe County, NY","36055",2010,11,77,569
"1104","Monroe County, NY","36055",2010,12,94,571
"1105","Monroe County, NY","36055",2011,1,69,590
"1106","Monroe County, NY","36055",2011,2,80,550
"1107","Monroe County, NY","36055",2011,3,90,591
"1108","Monroe County, NY","36055",2011,4,80,600
"1109","Monroe County, NY","36055",2011,5,95,624
"1110","Monroe County, NY","36055",2011,6,98,609
"1111","Monroe County, NY","36055",2011,7,84,640
"1112","Monroe County, NY","36055",2011,8,103,613
"1113","Monroe County, NY","36055",2011,9,93,583
"1114","Monroe County, NY","36055",2011,10,91,565
"1115","Monroe County, NY","36055",2011,11,69,578
"1116","Monroe County, NY","36055",2011,12,82,542
"1117","Monroe County, NY","36055",2012,1,82,564
"1118","Monroe County, NY","36055",2012,2,70,532
"1119","Monroe County, NY","36055",2012,3,83,557
"1120","Monroe County, NY","36055",2012,4,84,556
"1121","Monroe County, NY","36055",2012,5,88,588
"1122","Monroe County, NY","36055",2012,6,68,583
"1123","Monroe County, NY","36055",2012,7,104,590
"1124","Monroe County, NY","36055",2012,8,96,692
"1125","Monroe County, NY","36055",2012,9,95,597
"1126","Monroe County, NY","36055",2012,10,86,564
"1127","Monroe County, NY","36055",2012,11,76,557
"1128","Monroe County, NY","36055",2012,12,94,532
"1129","Monroe County, NY","36055",2013,1,86,575
"1130","Monroe County, NY","36055",2013,2,79,549
"1131","Monroe County, NY","36055",2013,3,78,603
"1132","Monroe County, NY","36055",2013,4,77,573
"1133","Monroe County, NY","36055",2013,5,94,657
"1134","Monroe County, NY","36055",2013,6,84,598
"1135","Monroe County, NY","36055",2013,7,87,637
"1136","Monroe County, NY","36055",2013,8,68,612
"1137","Monroe County, NY","36055",2013,9,94,581
"1138","Monroe County, NY","36055",2013,10,88,557
"1139","Monroe County, NY","36055",2013,11,71,514
"1140","Monroe County, NY","36055",2013,12,72,570
"1141","Monroe County, NY","36055",2014,1,89,510
"1142","Monroe County, NY","36055",2014,2,83,557
"1143","Monroe County, NY","36055",2014,3,92,582
"1144","Monroe County, NY","36055",2014,4,82,520
"1145","Monroe County, NY","36055",2014,5,108,585
"1146","Monroe County, NY","36055",2014,6,93,593
"1147","Monroe County, NY","36055",2014,7,103,631
"1148","Monroe County, NY","36055",2014,8,88,615
"1149","Monroe County, NY","36055",2014,9,77,604
"1150","Monroe County, NY","36055",2014,10,93,579
"1151","Monroe County, NY","36055",2014,11,80,546
"1152","Monroe County, NY","36055",2014,12,114,610
"1153","Monroe County, NY","36055",2015,1,60,542
"1154","Monroe County, NY","36055",2015,2,82,520
"1155","Monroe County, NY","36055",2015,3,90,567
"1156","Monroe County, NY","36055",2015,4,101,587
"1157","Monroe County, NY","36055",2015,5,115,580
"1158","Monroe County, NY","36055",2015,6,93,623
"1159","Monroe County, NY","36055",2015,7,90,617
"1160","Monroe County, NY","36055",2015,8,80,621
"1161","Monroe County, NY","36055",2015,9,73,550
"1162","Monroe County, NY","36055",2015,10,66,586
"1163","Monroe County, NY","36055",2015,11,68,533
"1164","Monroe County, NY","36055",2015,12,87,506
"1165","Monroe County, NY","36055",2016,1,75,524
"1166","Monroe County, NY","36055",2016,2,102,538
"1167","Monroe County, NY","36055",2016,3,75,521
"1168","Monroe County, NY","36055",2016,4,70,539
"1169","Monroe County, NY","36055",2016,5,67,598
"1170","Monroe County, NY","36055",2016,6,97,552
"1171","Monroe County, NY","36055",2016,7,98,576
"1172","Monroe County, NY","36055",2016,8,77,580
"1173","Monroe County, NY","36055",2016,9,102,570
"1174","Monroe County, NY","36055",2016,10,126,562
"1175","Monroe County, NY","36055",2016,11,89,551
"1176","Monroe County, NY","36055",2016,12,88,509
"1177","Monroe County, NY","36055",2017,1,100,493
"1178","Monroe County, NY","36055",2017,2,63,469
"1179","Monroe County, NY","36055",2017,3,86,527
"1180","Monroe County, NY","36055",2017,4,81,534
"1181","Monroe County, NY","36055",2017,5,77,535
"1182","Monroe County, NY","36055",2017,6,83,546
"1183","Monroe County, NY","36055",2017,7,92,617
"1184","Monroe County, NY","36055",2017,8,95,622
"1185","Monroe County, NY","36055",2017,9,90,582
"1186","Monroe County, NY","36055",2017,10,98,533
"1187","Monroe County, NY","36055",2017,11,107,524
"1188","Monroe County, NY","36055",2017,12,99,509
"1189","Nassau County, NY","36059",2007,1,179,988
"1190","Nassau County, NY","36059",2007,2,200,909
"1191","Nassau County, NY","36059",2007,3,225,1055
"1192","Nassau County, NY","36059",2007,4,199,1056
"1193","Nassau County, NY","36059",2007,5,212,1135
"1194","Nassau County, NY","36059",2007,6,202,1043
"1195","Nassau County, NY","36059",2007,7,237,1098
"1196","Nassau County, NY","36059",2007,8,243,1109
"1197","Nassau County, NY","36059",2007,9,189,1002
"1198","Nassau County, NY","36059",2007,10,202,1033
"1199","Nassau County, NY","36059",2007,11,206,988
"1200","Nassau County, NY","36059",2007,12,188,979
"1201","Nassau County, NY","36059",2008,1,225,990
"1202","Nassau County, NY","36059",2008,2,170,956
"1203","Nassau County, NY","36059",2008,3,237,1063
"1204","Nassau County, NY","36059",2008,4,221,950
"1205","Nassau County, NY","36059",2008,5,243,1063
"1206","Nassau County, NY","36059",2008,6,203,1020
"1207","Nassau County, NY","36059",2008,7,190,1055
"1208","Nassau County, NY","36059",2008,8,207,1031
"1209","Nassau County, NY","36059",2008,9,199,1083
"1210","Nassau County, NY","36059",2008,10,185,1063
"1211","Nassau County, NY","36059",2008,11,211,990
"1212","Nassau County, NY","36059",2008,12,183,934
"1213","Nassau County, NY","36059",2009,1,218,977
"1214","Nassau County, NY","36059",2009,2,176,930
"1215","Nassau County, NY","36059",2009,3,200,1041
"1216","Nassau County, NY","36059",2009,4,194,1077
"1217","Nassau County, NY","36059",2009,5,229,1037
"1218","Nassau County, NY","36059",2009,6,202,1073
"1219","Nassau County, NY","36059",2009,7,194,1005
"1220","Nassau County, NY","36059",2009,8,223,1007
"1221","Nassau County, NY","36059",2009,9,168,1002
"1222","Nassau County, NY","36059",2009,10,210,945
"1223","Nassau County, NY","36059",2009,11,191,936
"1224","Nassau County, NY","36059",2009,12,171,940
"1225","Nassau County, NY","36059",2010,1,188,906
"1226","Nassau County, NY","36059",2010,2,148,817
"1227","Nassau County, NY","36059",2010,3,207,987
"1228","Nassau County, NY","36059",2010,4,177,997
"1229","Nassau County, NY","36059",2010,5,194,1051
"1230","Nassau County, NY","36059",2010,6,175,1007
"1231","Nassau County, NY","36059",2010,7,188,1044
"1232","Nassau County, NY","36059",2010,8,148,1070
"1233","Nassau County, NY","36059",2010,9,189,1028
"1234","Nassau County, NY","36059",2010,10,200,1035
"1235","Nassau County, NY","36059",2010,11,130,933
"1236","Nassau County, NY","36059",2010,12,198,870
"1237","Nassau County, NY","36059",2011,1,181,863
"1238","Nassau County, NY","36059",2011,2,171,825
"1239","Nassau County, NY","36059",2011,3,183,1009
"1240","Nassau County, NY","36059",2011,4,181,971
"1241","Nassau County, NY","36059",2011,5,189,1017
"1242","Nassau County, NY","36059",2011,6,198,1085
"1243","Nassau County, NY","36059",2011,7,191,1055
"1244","Nassau County, NY","36059",2011,8,191,1016
"1245","Nassau County, NY","36059",2011,9,175,1019
"1246","Nassau County, NY","36059",2011,10,184,963
"1247","Nassau County, NY","36059",2011,11,163,877
"1248","Nassau County, NY","36059",2011,12,162,901
"1249","Nassau County, NY","36059",2012,1,162,929
"1250","Nassau County, NY","36059",2012,2,169,910
"1251","Nassau County, NY","36059",2012,3,210,957
"1252","Nassau County, NY","36059",2012,4,176,945
"1253","Nassau County, NY","36059",2012,5,190,1037
"1254","Nassau County, NY","36059",2012,6,152,1023
"1255","Nassau County, NY","36059",2012,7,178,1029
"1256","Nassau County, NY","36059",2012,8,187,1052
"1257","Nassau County, NY","36059",2012,9,150,890
"1258","Nassau County, NY","36059",2012,10,178,981
"1259","Nassau County, NY","36059",2012,11,160,939
"1260","Nassau County, NY","36059",2012,12,181,896
"1261","Nassau County, NY","36059",2013,1,173,879
"1262","Nassau County, NY","36059",2013,2,158,821
"1263","Nassau County, NY","36059",2013,3,157,887
"1264","Nassau County, NY","36059",2013,4,174,953
"1265","Nassau County, NY","36059",2013,5,185,996
"1266","Nassau County, NY","36059",2013,6,172,983
"1267","Nassau County, NY","36059",2013,7,177,994
"1268","Nassau County, NY","36059",2013,8,169,1001
"1269","Nassau County, NY","36059",2013,9,203,1005
"1270","Nassau County, NY","36059",2013,10,185,996
"1271","Nassau County, NY","36059",2013,11,170,950
"1272","Nassau County, NY","36059",2013,12,163,971
"1273","Nassau County, NY","36059",2014,1,218,934
"1274","Nassau County, NY","36059",2014,2,143,898
"1275","Nassau County, NY","36059",2014,3,165,996
"1276","Nassau County, NY","36059",2014,4,179,969
"1277","Nassau County, NY","36059",2014,5,188,1014
"1278","Nassau County, NY","36059",2014,6,184,989
"1279","Nassau County, NY","36059",2014,7,214,1102
"1280","Nassau County, NY","36059",2014,8,197,1078
"1281","Nassau County, NY","36059",2014,9,192,1055
"1282","Nassau County, NY","36059",2014,10,164,1007
"1283","Nassau County, NY","36059",2014,11,134,930
"1284","Nassau County, NY","36059",2014,12,187,907
"1285","Nassau County, NY","36059",2015,1,165,916
"1286","Nassau County, NY","36059",2015,2,157,852
"1287","Nassau County, NY","36059",2015,3,182,956
"1288","Nassau County, NY","36059",2015,4,205,978
"1289","Nassau County, NY","36059",2015,5,155,1032
"1290","Nassau County, NY","36059",2015,6,189,997
"1291","Nassau County, NY","36059",2015,7,203,1053
"1292","Nassau County, NY","36059",2015,8,189,1079
"1293","Nassau County, NY","36059",2015,9,198,1026
"1294","Nassau County, NY","36059",2015,10,200,1027
"1295","Nassau County, NY","36059",2015,11,144,878
"1296","Nassau County, NY","36059",2015,12,190,961
"1297","Nassau County, NY","36059",2016,1,184,949
"1298","Nassau County, NY","36059",2016,2,173,844
"1299","Nassau County, NY","36059",2016,3,210,924
"1300","Nassau County, NY","36059",2016,4,191,973
"1301","Nassau County, NY","36059",2016,5,206,1036
"1302","Nassau County, NY","36059",2016,6,190,1017
"1303","Nassau County, NY","36059",2016,7,215,1030
"1304","Nassau County, NY","36059",2016,8,192,1114
"1305","Nassau County, NY","36059",2016,9,164,1057
"1306","Nassau County, NY","36059",2016,10,182,971
"1307","Nassau County, NY","36059",2016,11,181,910
"1308","Nassau County, NY","36059",2016,12,226,900
"1309","Nassau County, NY","36059",2017,1,171,882
"1310","Nassau County, NY","36059",2017,2,145,809
"1311","Nassau County, NY","36059",2017,3,177,982
"1312","Nassau County, NY","36059",2017,4,163,933
"1313","Nassau County, NY","36059",2017,5,210,1022
"1314","Nassau County, NY","36059",2017,6,185,1049
"1315","Nassau County, NY","36059",2017,7,186,1060
"1316","Nassau County, NY","36059",2017,8,199,1032
"1317","Nassau County, NY","36059",2017,9,190,1019
"1318","Nassau County, NY","36059",2017,10,171,996
"1319","Nassau County, NY","36059",2017,11,192,972
"1320","Nassau County, NY","36059",2017,12,187,893
"1321","New York County, NY","36061",2007,1,243,1427
"1322","New York County, NY","36061",2007,2,262,1311
"1323","New York County, NY","36061",2007,3,300,1459
"1324","New York County, NY","36061",2007,4,245,1323
"1325","New York County, NY","36061",2007,5,278,1455
"1326","New York County, NY","36061",2007,6,254,1456
"1327","New York County, NY","36061",2007,7,299,1453
"1328","New York County, NY","36061",2007,8,218,1504
"1329","New York County, NY","36061",2007,9,266,1432
"1330","New York County, NY","36061",2007,10,270,1521
"1331","New York County, NY","36061",2007,11,243,1446
"1332","New York County, NY","36061",2007,12,284,1426
"1333","New York County, NY","36061",2008,1,253,1374
"1334","New York County, NY","36061",2008,2,263,1356
"1335","New York County, NY","36061",2008,3,275,1426
"1336","New York County, NY","36061",2008,4,250,1380
"1337","New York County, NY","36061",2008,5,275,1421
"1338","New York County, NY","36061",2008,6,236,1407
"1339","New York County, NY","36061",2008,7,282,1428
"1340","New York County, NY","36061",2008,8,246,1455
"1341","New York County, NY","36061",2008,9,214,1471
"1342","New York County, NY","36061",2008,10,278,1434
"1343","New York County, NY","36061",2008,11,262,1381
"1344","New York County, NY","36061",2008,12,240,1396
"1345","New York County, NY","36061",2009,1,268,1388
"1346","New York County, NY","36061",2009,2,221,1305
"1347","New York County, NY","36061",2009,3,261,1434
"1348","New York County, NY","36061",2009,4,264,1341
"1349","New York County, NY","36061",2009,5,246,1442
"1350","New York County, NY","36061",2009,6,282,1430
"1351","New York County, NY","36061",2009,7,255,1409
"1352","New York County, NY","36061",2009,8,207,1449
"1353","New York County, NY","36061",2009,9,246,1442
"1354","New York County, NY","36061",2009,10,281,1454
"1355","New York County, NY","36061",2009,11,262,1354
"1356","New York County, NY","36061",2009,12,273,1445
"1357","New York County, NY","36061",2010,1,270,1363
"1358","New York County, NY","36061",2010,2,233,1274
"1359","New York County, NY","36061",2010,3,226,1341
"1360","New York County, NY","36061",2010,4,218,1416
"1361","New York County, NY","36061",2010,5,234,1365
"1362","New York County, NY","36061",2010,6,268,1456
"1363","New York County, NY","36061",2010,7,225,1442
"1364","New York County, NY","36061",2010,8,212,1434
"1365","New York County, NY","36061",2010,9,254,1346
"1366","New York County, NY","36061",2010,10,255,1426
"1367","New York County, NY","36061",2010,11,240,1365
"1368","New York County, NY","36061",2010,12,243,1443
"1369","New York County, NY","36061",2011,1,271,1322
"1370","New York County, NY","36061",2011,2,200,1175
"1371","New York County, NY","36061",2011,3,223,1282
"1372","New York County, NY","36061",2011,4,232,1377
"1373","New York County, NY","36061",2011,5,231,1485
"1374","New York County, NY","36061",2011,6,255,1434
"1375","New York County, NY","36061",2011,7,232,1436
"1376","New York County, NY","36061",2011,8,242,1423
"1377","New York County, NY","36061",2011,9,261,1433
"1378","New York County, NY","36061",2011,10,221,1383
"1379","New York County, NY","36061",2011,11,243,1414
"1380","New York County, NY","36061",2011,12,237,1266
"1381","New York County, NY","36061",2012,1,233,1337
"1382","New York County, NY","36061",2012,2,223,1240
"1383","New York County, NY","36061",2012,3,245,1332
"1384","New York County, NY","36061",2012,4,249,1269
"1385","New York County, NY","36061",2012,5,233,1423
"1386","New York County, NY","36061",2012,6,211,1373
"1387","New York County, NY","36061",2012,7,241,1312
"1388","New York County, NY","36061",2012,8,223,1464
"1389","New York County, NY","36061",2012,9,269,1388
"1390","New York County, NY","36061",2012,10,262,1429
"1391","New York County, NY","36061",2012,11,194,1380
"1392","New York County, NY","36061",2012,12,214,1329
"1393","New York County, NY","36061",2013,1,220,1394
"1394","New York County, NY","36061",2013,2,215,1178
"1395","New York County, NY","36061",2013,3,202,1282
"1396","New York County, NY","36061",2013,4,215,1257
"1397","New York County, NY","36061",2013,5,192,1283
"1398","New York County, NY","36061",2013,6,195,1295
"1399","New York County, NY","36061",2013,7,207,1369
"1400","New York County, NY","36061",2013,8,168,1360
"1401","New York County, NY","36061",2013,9,202,1367
"1402","New York County, NY","36061",2013,10,233,1333
"1403","New York County, NY","36061",2013,11,217,1231
"1404","New York County, NY","36061",2013,12,247,1285
"1405","New York County, NY","36061",2014,1,203,1308
"1406","New York County, NY","36061",2014,2,181,1143
"1407","New York County, NY","36061",2014,3,204,1201
"1408","New York County, NY","36061",2014,4,221,1235
"1409","New York County, NY","36061",2014,5,262,1356
"1410","New York County, NY","36061",2014,6,273,1300
"1411","New York County, NY","36061",2014,7,267,1396
"1412","New York County, NY","36061",2014,8,214,1339
"1413","New York County, NY","36061",2014,9,214,1332
"1414","New York County, NY","36061",2014,10,251,1276
"1415","New York County, NY","36061",2014,11,188,1224
"1416","New York County, NY","36061",2014,12,237,1318
"1417","New York County, NY","36061",2015,1,244,1257
"1418","New York County, NY","36061",2015,2,150,1105
"1419","New York County, NY","36061",2015,3,217,1279
"1420","New York County, NY","36061",2015,4,209,1296
"1421","New York County, NY","36061",2015,5,256,1330
"1422","New York County, NY","36061",2015,6,218,1305
"1423","New York County, NY","36061",2015,7,234,1317
"1424","New York County, NY","36061",2015,8,202,1299
"1425","New York County, NY","36061",2015,9,216,1270
"1426","New York County, NY","36061",2015,10,218,1318
"1427","New York County, NY","36061",2015,11,181,1204
"1428","New York County, NY","36061",2015,12,242,1194
"1429","New York County, NY","36061",2016,1,203,1243
"1430","New York County, NY","36061",2016,2,179,1202
"1431","New York County, NY","36061",2016,3,207,1212
"1432","New York County, NY","36061",2016,4,230,1207
"1433","New York County, NY","36061",2016,5,241,1251
"1434","New York County, NY","36061",2016,6,223,1195
"1435","New York County, NY","36061",2016,7,237,1287
"1436","New York County, NY","36061",2016,8,221,1292
"1437","New York County, NY","36061",2016,9,248,1164
"1438","New York County, NY","36061",2016,10,235,1220
"1439","New York County, NY","36061",2016,11,179,1155
"1440","New York County, NY","36061",2016,12,199,1215
"1441","New York County, NY","36061",2017,1,250,1252
"1442","New York County, NY","36061",2017,2,166,1157
"1443","New York County, NY","36061",2017,3,222,1202
"1444","New York County, NY","36061",2017,4,207,1139
"1445","New York County, NY","36061",2017,5,212,1252
"1446","New York County, NY","36061",2017,6,256,1241
"1447","New York County, NY","36061",2017,7,257,1190
"1448","New York County, NY","36061",2017,8,213,1238
"1449","New York County, NY","36061",2017,9,262,1198
"1450","New York County, NY","36061",2017,10,216,1191
"1451","New York County, NY","36061",2017,11,185,1241
"1452","New York County, NY","36061",2017,12,214,1170
"1453","Niagara County, NY","36063",2007,1,10,134
"1454","Niagara County, NY","36063",2007,2,11,143
"1455","Niagara County, NY","36063",2007,3,20,149
"1456","Niagara County, NY","36063",2007,4,17,173
"1457","Niagara County, NY","36063",2007,5,14,163
"1458","Niagara County, NY","36063",2007,6,13,162
"1459","Niagara County, NY","36063",2007,7,34,150
"1460","Niagara County, NY","36063",2007,8,18,168
"1461","Niagara County, NY","36063",2007,9,17,134
"1462","Niagara County, NY","36063",2007,10,11,169
"1463","Niagara County, NY","36063",2007,11,13,153
"1464","Niagara County, NY","36063",2007,12,17,134
"1465","Niagara County, NY","36063",2008,1,10,137
"1466","Niagara County, NY","36063",2008,2,14,136
"1467","Niagara County, NY","36063",2008,3,27,172
"1468","Niagara County, NY","36063",2008,4,16,165
"1469","Niagara County, NY","36063",2008,5,15,147
"1470","Niagara County, NY","36063",2008,6,15,156
"1471","Niagara County, NY","36063",2008,7,14,174
"1472","Niagara County, NY","36063",2008,8,19,169
"1473","Niagara County, NY","36063",2008,9,26,161
"1474","Niagara County, NY","36063",2008,10,12,153
"1475","Niagara County, NY","36063",2008,11,0,146
"1476","Niagara County, NY","36063",2008,12,25,126
"1477","Niagara County, NY","36063",2009,1,14,147
"1478","Niagara County, NY","36063",2009,2,13,133
"1479","Niagara County, NY","36063",2009,3,14,149
"1480","Niagara County, NY","36063",2009,4,33,151
"1481","Niagara County, NY","36063",2009,5,12,172
"1482","Niagara County, NY","36063",2009,6,15,169
"1483","Niagara County, NY","36063",2009,7,13,169
"1484","Niagara County, NY","36063",2009,8,0,148
"1485","Niagara County, NY","36063",2009,9,15,163
"1486","Niagara County, NY","36063",2009,10,13,160
"1487","Niagara County, NY","36063",2009,11,24,153
"1488","Niagara County, NY","36063",2009,12,11,162
"1489","Niagara County, NY","36063",2010,1,20,135
"1490","Niagara County, NY","36063",2010,2,18,142
"1491","Niagara County, NY","36063",2010,3,19,161
"1492","Niagara County, NY","36063",2010,4,0,156
"1493","Niagara County, NY","36063",2010,5,14,139
"1494","Niagara County, NY","36063",2010,6,0,154
"1495","Niagara County, NY","36063",2010,7,24,163
"1496","Niagara County, NY","36063",2010,8,0,174
